line,page,date,site,trap,day,trap_id,species,subspecies,sex,A,B,carapace,car_max,plastron,depth,mass,leeches,recap,mark_1,mark_final,picture,blood,smear,comments
416,15,7/3/18,G,1,,48,PRUB,NA,M,NA,NA,229,231,205,79,1290,NA,N,170,170,Y,N,N,
417,15,7/3/18,G,1,,48,PRUB,NA,M,NA,NA,208,211,192,73,1080,NA,N,140,140,Y,N,N,
418,15,7/3/18,G,1,,48,CPIC,marginata,M,NA,NA,128,132,121,45,250,2,N,760,760,NA,N,N,damage to nuchal scute
419,15,7/3/18,G,1,,48,CPIC,marginata,M,NA,NA,116,116,107,41,180,0,N,2404,2404,Y,N,N,
420,15,7/3/18,G,1,,48,CPIC,marginata,F,NA,NA,141,141,131,50,330,1,N,770,770,Y,N,N,
421,15,7/3/18,G,1,,48,CPIC,marginata,M,NA,NA,133,135,115,44,260,0,N,771,771,Y,N,N,damage to nuchal scute; lots of deformed marginal scutes; damage to top of plastron
422,15,7/3/18,G,1,,48,CPIC,marginata,M,NA,NA,110,110,103,38,150,1,N,772,772,Y,N,N,
423,15,7/3/18,G,1,,48,CPIC,marginata,F,NA,NA,138,139,131,51,315,0,N,774,774,Y,N,N,right back claw gone
424,15,7/3/18,G,1,,48,CPIC,picta,M,NA,NA,124,128,117,42,240,0,N,780,780,Y,N,N,damage to nuchal scute
425,15,7/3/18,G,1,,48,CPIC,marginata,M,NA,NA,128,129,120,41,230,0,N,790,790,Y,N,N,
426,15,7/3/18,G,1,,48,CPIC,marginata,M,NA,NA,137,139,122,45,290,1,N,4004,4004,Y,N,N,
427,15,7/3/18,G,1,,48,CPIC,marginata,M,NA,NA,131,133,117,44,220,2,N,4010,4010,Y,N,N,
428,15,7/4/18,G,6,,53,PRUB,NA,M,NA,NA,228,230,207,78,1370,2,N,5,5,Y,N,N,
429,15,7/4/18,G,6,,53,CPIC,marginata,M,NA,NA,125,127,114,43,245,0,R,800,800,N,N,N,
430,15,7/4/18,G,6,,53,CPIC,marginata,M,NA,NA,135,136,127,44,295,40,N,510,510,Y,Y,Y,damage to mouth; slide set and stained around 32 hours after created
431,15,7/4/18,G,5,,52,PRUB,NA,F,NA,NA,120,121,110,47,250,0,N,160,160,Y,N,N,juvenile; ~ 3 years old; soft carapace
432,15,7/4/18,G,5,,52,CPIC,picta,M,NA,NA,120,121,112,40,210,0,N,1540,1540,Y,N,N,dark plastron
433,15,7/4/18,G,5,,52,CPIC,marginata,F,NA,NA,145,146,136,51,370,0,N,501,501,Y,N,N,
434,15,7/4/18,G,5,,52,CPIC,picta,M,NA,NA,121,123,113,41,210,0,N,502,502,Y,N,N,dark plastron
435,15,7/4/18,G,4,,51,CPIC,marginata,F,NA,NA,151,153,144,56,440,0,R,720,720,N,N,N,
436,15,7/4/18,G,4,,51,CPIC,marginata,M,NA,NA,130,133,120,45,265,1,N,504,504,Y,N,N,
437,15,7/4/18,G,3,,50,CPIC,marginata,F,NA,NA,133,133,125,46,300,1,N,505,505,Y,N,N,
438,15,7/4/18,G,2,,49,CPIC,marginata,M,NA,NA,126,126,116,37,220,0,N,503,503,Y,N,N,plastron blotch faint
439,16,7/4/18,G,2,,49,PRUB,NA,F,NA,NA,104,104,96,45,170,0,N,190,190,Y,N,N,~ 3 years old; sex questionable; triangle marks
440,16,7/4/18,G,2,,49,PRUB,NA,M,NA,NA,190,194,170,64,780,1,N,51,51,Y,N,N,
441,16,7/4/18,G,2,,49,PRUB,NA,M,NA,NA,229,232,205,80,1370,1,R,170,170,N,N,N,
442,16,7/4/18,G,2,,49,PRUB,NA,M,NA,NA,240,243,221,81,1500,1,N,200,200,Y,N,N,
443,16,7/4/18,G,1,,48,PRUB,NA,F,NA,NA,103,103,97,43,175,1,N,400,400,Y,N,N,~ 3 years old; sex questionable; triangle marks; trianglular gap beween most rear marginals; double marked
444,16,7/4/18,G,1,,48,CPIC,marginata,M,NA,NA,104,104,97,36,130,1,N,540,540,Y,N,N,
445,16,7/4/18,G,1,,48,CPIC,picta,F,NA,NA,131,132,125,49,290,0,N,570,570,Y,N,N,
446,16,7/5/18,G,7,,54,CSER,NA,M,123,123,358,371,259,145,9590,5,R,640,640,N,N,N,
447,16,7/5/18,G,7,,54,CPIC,marginata,M,NA,NA,138,140,122,43,280,0,R,740,740,N,N,N,
448,16,7/5/18,G,7,,54,CPIC,marginata,M,NA,NA,131,132,120,44,260,6,R,504,504,N,N,N,
449,16,7/5/18,G,7,,54,CPIC,picta,M,NA,NA,138,139,126,42,280,0,R,4003,4003,N,N,N,nose damage; damage to right bridge; 13 marginals on each side
450,16,7/5/18,G,7,,54,CPIC,marginata,F,NA,NA,143,144,136,52,345,0,N,1702,1702,Y,N,N,sore on chin
451,16,7/5/18,G,7,,54,CPIC,marginata,M,NA,NA,121,121,111,38,195,0,N,1701,1701,Y,N,N,
452,16,7/5/18,G,7,,54,CPIC,marginata,M,NA,NA,116,116,108,39,180,0,N,1704,1704,Y,N,N,
453,16,7/5/18,G,7,,54,CPIC,marginata,F,NA,NA,144,144,133,54,375,1,N,1703,1703,Y,N,N,1 nail gone on right front claw
454,16,7/5/18,G,6,,53,CPIC,marginata,F,NA,NA,140,141,135,49,320,5,N,1500,1500,Y,N,N,blotches not centered in middle of plastron
455,16,7/5/18,G,4,,51,CPIC,picta,M,NA,NA,121,121,112,40,210,0,R,1540,1540,Y,N,N,dark plastron
456,16,7/5/18,G,4,,51,CPIC,marginata,M,NA,NA,116,116,106,41,170,0,R,2402,2402,N,N,N,
457,16,7/5/18,G,4,,51,CPIC,marginata,F,NA,NA,155,155,144,55,430,1,R,2022,2022,N,N,N,deformed tail/growth on tail
458,16,7/5/18,G,4,,51,CPIC,marginata,M,NA,NA,117,117,109,41,185,0,N,1501,1501,Y,N,N,
459,16,7/5/18,G,4,,51,CPIC,picta,M,NA,NA,128,128,117,43,245,5,N,1502,1502,Y,N,N,small divet/scratch in right femoral scute
460,16,7/5/18,G,3,,50,CPIC,marginata,M,NA,NA,110,112,117,40,230,2,N,1504,1504,Y,N,N,both front feet gone
461,16,7/5/18,G,2,,49,CPIC,marginata,M,NA,NA,139,140,130,42,265,0,N,6001,6001,Y,N,N,13 marginal scutes on each side
462,16,7/5/18,G,2,,49,PRUB,NA,F,NA,NA,200,202,185,72,895,5,R,50,50,N,N,N,
463,16,7/5/18,G,2,,49,PRUB,NA,F,NA,NA,161,164,179,65,765,4,N,101,101,Y,N,N,
464,16,7/5/18,G,2,,49,PRUB,NA,M,NA,NA,240,242,216,85,1550,0,N,201,201,Y,N,N,
465,16,7/5/18,G,1,,48,CPIC,marginata,M,NA,NA,108,108,100,37,150,1,N,1300,1300,Y,N,N,
466,16,7/5/18,G,1,,48,CPIC,picta,M,NA,NA,116,116,107,38,175,1,N,1302,1302,Y,N,N,dark plastron
467,16,7/5/18,G,1,,48,CPIC,marginata,M,NA,NA,114,115,108,38,180,0,N,1301,1301,Y,N,N,side of head (near jaw) seems deformed
468,16,7/5/18,G,1,,48,CPIC,picta,M,NA,NA,132,133,119,43,230,2,N,1304,1304,Y,N,N,
469,16,7/5/18,G,1,,48,PRUB,NA,F,NA,NA,182,184,174,67,770,8,N,202,202,Y,N,N,vertical scar on right gular scute
470,16,7/6/18,G,7,,54,CPIC,picta,M,NA,NA,114,114,105,37,155,0,N,1310,1310,Y,N,N,
471,16,7/6/18,G,7,,54,CPIC,marginata,F,NA,NA,152,152,141,53,410,1,N,1320,1320,Y,N,N,
472,17,7/6/18,G,7,,54,PRUB,NA,F,NA,NA,95,95,85,40,140,0,N,1400,1400,Y,N,N,"damage to bottom right plastron; Double marked 400, need to add 1000 mark"
473,17,7/6/18,G,7,,54,PRUB,NA,F,NA,NA,188,191,173,68,820,5,N,300,300,Y,N,N,large dent in back end of carapace
474,17,7/6/18,G,6,,53,PRUB,NA,M,NA,NA,242,246,222,80,1490,6,R,200,200,N,N,N,
475,17,7/6/18,G,5,,52,CPIC,marginata,M,NA,NA,130,133,115,43,230,2,N,6002,6002,Y,N,N,13 marginal scutes on each side
476,17,7/6/18,G,5,,52,CPIC,marginata,F,NA,NA,142,142,136,51,350,3,N,1340,1340,Y,N,N,growth on left rear foot
477,17,7/6/18,G,4,,51,CPIC,marginata,F,NA,NA,144,145,136,52,330,0,R,1702,1702,N,N,N,sore on chin
478,17,7/6/18,G,4,,51,PRUB,NA,F,NA,NA,206,209,188,73,1000,0,R,42,42,N,N,N,
479,17,7/6/18,G,4,,51,PRUB,NA,M,NA,NA,218,222,196,70,1050,1,N,220,220,Y,N,N,
480,17,7/6/18,G,4,,51,PRUB,NA,M,NA,NA,195,203,182,70,960,3,N,240,240,Y,N,N,
481,17,7/6/18,G,4,,51,PRUB,NA,M,NA,NA,236,239,211,79,1380,3,N,420,420,Y,N,N,
482,17,7/6/18,G,4,,51,PRUB,NA,F,NA,NA,207,212,197,74,1100,1,N,410,410,Y,N,N,
483,17,7/6/18,G,4,,51,PRUB,NA,M,NA,NA,248,251,228,88,1790,4,N,204,204,Y,N,N,damage to right front claw
484,17,7/6/18,G,4,,51,PRUB,NA,M,NA,NA,267,270,243,90,1860,0,N,440,440,Y,N,N,
485,17,7/6/18,G,4,,51,PRUB,NA,M,NA,NA,265,271,235,95,2090,0,N,104,104,Y,N,N,front nails not extremely long/ damaged?
486,17,7/6/18,G,3,,50,CPIC,marginata,M,NA,NA,121,123,115,44,220,0,N,234,234,Y,N,N,tail damage
487,17,7/6/18,G,3,,50,CPIC,marginata,F,NA,NA,145,146,137,53,370,1,R,501,501,N,N,N,
488,17,7/6/18,G,3,,50,CPIC,marginata,M,NA,NA,138,139,128,49,270,2,N,305,305,Y,N,N,13 marginal scutes on right side
489,17,7/6/18,G,3,,50,PRUB,NA,M,NA,NA,187,190,175,64,720,0,N,601,601,Y,N,N,
490,17,7/6/18,G,3,,50,PRUB,NA,M,NA,NA,257,262,237,93,2010,3,N,61,61,Y,N,N,
491,17,7/6/18,G,3,,50,PRUB,NA,M,NA,NA,275,280,248,100,2330,1,N,62,62,Y,N,N,
492,17,7/6/18,G,3,,50,PRUB,NA,F,NA,NA,276,281,254,105,2680,2,N,32,32,Y,N,N,
493,17,7/6/18,G,3,,50,PRUB,NA,F,NA,NA,253,258,240,99,2090,0,N,52,52,Y,N,N,eye damage?
494,17,7/6/18,G,2,,49,CSER,NA,F,93,63,271,282,201,116,4180,5,N,530,530,Y,N,N,right eye damaged/strange
495,17,7/6/18,G,2,,49,CSER,NA,M,123,142,341,361,250,141,8890,10,N,550,550,Y,N,N,
496,17,7/6/18,G,1,,48,CPIC,picta,F,NA,NA,132,132,126,48,290,3,R,570,570,N,N,N,
497,17,7/6/18,G,1,,48,CPIC,marginata,F,NA,NA,139,139,135,52,340,5,N,423,423,Y,N,N,plastron blotch faint
498,17,7/10/18,I,1,,58,CPIC,marginata,F,NA,NA,134,134,126,47,295,8,R,410,410,N,N,N,5 huge leeches on carapace
499,17,7/10/18,I,1,,58,CPIC,marginata,M,NA,NA,119,119,113,39,165,1,N,243,243,Y,N,N,damage to 70
500,17,7/10/18,I,2,,59,CPIC,marginata,F,NA,NA,164,164,159,55,570,1,N,245,245,Y,N,N,plastron blotch faint
501,17,7/11/18,I,1,,59,CPIC,marginata,M,NA,NA,128,129,119,42,255,1,R,430,430,N,N,N,left front foot gone; 1 large leech; 700 damage
502,17,7/11/18,I,3,,60,CPIC,marginata,F,NA,NA,111,111,107,39,175,2,R,201,201,N,N,N,mark 1 is wide; plastron blotch faint
503,17,7/11/18,I,3,,60,CPIC,marginata,M,NA,NA,135,137,126,43,295,2,R,207,207,Y,N,N,7 is hard to see and is a triangle; mark 200 goes into 400
504,17,7/11/18,I,3,,60,CPIC,marginata,M,NA,NA,119,119,110,37,195,1,N,251,251,Y,N,N,
505,18,7/11/18,I,3,,60,CPIC,marginata,M,NA,NA,133,134,119,42,270,3,N,252,252,Y,N,N,plastron blotch not centered
506,18,7/11/18,I,3,,60,CPIC,marginata,M,NA,NA,128,128,118,40,255,2,N,254,254,Y,N,N,
507,18,7/11/18,H,1,,55,CPIC,marginata,M,NA,NA,135,138,123,43,280,1,N,311,311,Y,N,N,nails not as long as expected
508,18,7/11/18,H,2,,56,CPIC,marginata,M,NA,NA,128,129,126,42,260,2,N,312,312,Y,N,N,
509,18,7/11/18,J,1,,61,CPIC,marginata,M,NA,NA,123,125,114,39,220,0,N,323,323,Y,N,N,
510,18,7/11/18,J,1,,61,CPIC,marginata,M,NA,NA,126,129,117,43,260,0,N,322,322,Y,N,N,plastron blotch faint; damage between 1 and 2
511,18,7/11/18,J,1,,61,CPIC,marginata,F,NA,NA,147,147,138,54,385,0,N,324,324,Y,N,N,
512,18,7/11/18,J,1,,61,CPIC,marginata,F,NA,NA,131,131,124,50,295,0,N,314,314,Y,N,N,alternate seams
513,18,7/11/18,J,1,,61,PRUB,NA,M,NA,NA,164,166,152,60,525,0,N,441,441,Y,N,N,44 in picture
514,18,7/11/18,J,1,,61,PRUB,NA,F,NA,NA,276,279,256,94,2510,0,N,150,150,Y,N,N,
515,18,7/11/18,J,1,,61,PRUB,NA,F,NA,NA,300,304,284,114,3190,2,N,130,130,Y,N,N,
516,18,7/11/18,J,1,,61,SODO,NA,F,NA,NA,90,90,71,41,125,0,N,73,73,Y,N,N,
517,18,7/11/18,J,1,,61,SODO,NA,M,NA,NA,97,97,65,38,140,0,N,701,701,Y,N,N,
518,18,7/11/18,J,1,,61,SODO,NA,F,NA,NA,97,97,76,42,140,0,N,700+40+70,700+40+70,Y,N,N,
519,18,7/11/18,J,1,,61,SODO,NA,M,NA,NA,69,69,48,28,40,0,N,460,460,Y,N,N,small; triangle marks
520,18,7/11/18,J,2,,62,CPIC,NA,F,NA,NA,125,125,118,45,240,0,N,306,306,Y,N,N,
521,18,7/11/18,J,2,,62,CPIC,NA,M,NA,NA,133,134,120,44,250,5,N,303,303,Y,N,N,
522,18,7/11/18,J,2,,62,PRUB,NA,M,NA,NA,187,190,171,62,745,1,N,44,44,Y,N,N,
523,18,7/11/18,J,2,,62,SODO,NA,F,NA,NA,89,89,68,38,110,4,N,61,61,Y,N,N,
524,18,7/11/18,J,2,,62,SODO,NA,F,NA,NA,88,88,66,35,100,0,N,121,121,Y,N,N,
525,18,7/11/18,J,3,,63,CPIC,NA,M,NA,NA,106,106,99,34,130,1,N,413,413,Y,N,N,dark plastron
526,18,7/11/18,J,3,,63,CPIC,picta,F,NA,NA,105,105,99,38,150,0,N,415,415,Y,N,N,
527,18,7/11/18,J,3,,63,CPIC,picta,F,NA,NA,121,121,118,44,235,2,N,425,425,Y,N,N,dark plastron
528,18,7/11/18,J,3,,63,CPIC,NA,M,NA,NA,127,129,119,42,230,1,N,426,426,Y,N,N,dark plastron
529,18,7/11/18,J,3,,63,CPIC,marginata,M,NA,NA,124,125,118,41,225,1,N,461,461,Y,N,N,
530,18,7/11/18,J,3,,63,SODO,NA,M,NA,NA,100,100,71,40,150,2,N,31,31,Y,N,N,
531,18,7/11/18,J,4,,64,CPIC,NA,M,NA,NA,117,117,107,37,175,0,N,198,198,Y,N,N,dark plastron
532,18,7/11/18,J,4,,64,CPIC,marginata,M,NA,NA,90,90,84,31,90,0,N,196,196,Y,N,N,
533,18,7/11/18,J,4,,64,CSER,NA,M,112,131,317,330,238,135,7730,4,N,630,630,Y,N,N,tail damage
534,19,7/11/18,J,4,,64,CPIC,marginata,M,NA,NA,98,98,92,33,115,2,N,462,462,,N,N,
535,19,7/11/18,J,4,,64,CPIC,marginata,F,NA,NA,137,137,134,49,310,0,N,246,246,,N,N,
536,19,7/11/18,J,4,,64,CPIC,marginata,M,NA,NA,128,129,117,41,235,0,N,195,195,,N,N,
537,19,7/11/18,J,4,,64,CSER,NA,M,77,88,248,255,179,101,3110,3,N,620,620,,N,N,nose and left eye damage
538,19,7/11/18,J,5,,65,CSER,NA,F,89,76,262,274,199,111,3680,30,N,560,560,,N,N,
539,19,7/11/18,J,5,,65,CSER,NA,M,71,63,221,232,165,92,2440,0,N,610,610,,N,N,
540,19,7/11/18,J,5,,65,CPIC,marginata,M,NA,NA,107,107,100,37,150,0,N,226,226,,N,N,
541,19,7/11/18,J,5,,65,CPIC,marginata,M,NA,NA,97,97,92,34,115,2,N,235,235,,N,N,damage to 4000 and 7000
542,19,7/11/18,J,5,,65,CPIC,marginata,M,NA,NA,94,94,87,33,100,1,N,177,177,,N,N,
543,19,7/11/18,J,5,,65,CPIC,marginata,F,NA,NA,121,121,111,40,210,1,N,261,261,,N,N,
544,19,7/11/18,J,5,,65,CPIC,marginata,F,NA,NA,131,131,121,49,280,1,N,326,326,,N,N,
545,19,7/11/18,J,6,,66,PRUB,NA,M,NA,NA,208,208,189,69,940,1,N,7,7,,N,N,
546,19,7/11/18,J,6,,66,CPIC,marginata,M,NA,NA,129,133,122,44,270,1,N,183,183,,N,N,
547,19,7/11/18,J,6,,66,CPIC,marginata,M,NA,NA,95,95,88,35,110,0,N,236,236,,N,N,
548,19,7/11/18,J,6,,66,CPIC,picta,M,NA,NA,135,137,128,44,285,0,N,291,291,,N,N,dark plastron; edge of mark 70 is on separation of scute
549,19,7/11/18,J,6,,66,CPIC,marginata,F,NA,NA,132,132,125,47,280,0,N,292,292,,N,N,
550,19,7/11/18,J,6,,66,CPIC,picta,M,NA,NA,127,128,117,40,250,1,N,185,185,,N,N,dark plastron; back left foot damage
551,19,7/11/18,J,6,,66,CPIC,marginata,M,NA,NA,111,111,101,36,175,0,N,294,294,,N,N,tail damage
552,19,7/11/18,J,6,,66,PRUB,NA,F,NA,NA,209,209,191,72,1030,2,N,80,80,,N,N,
553,19,7/11/18,J,7,,67,CPIC,marginata,F,NA,NA,137,137,128,49,350,NA,N,275,275,,N,N,shiny shell; plastron blotch faint
554,19,7/11/18,J,9,,69,CPIC,marginata,M,NA,NA,129,131,119,42,290,1,N,266,266,,N,N,
555,19,7/11/18,J,9,,69,CPIC,NA,M,NA,NA,114,114,108,40,170,NA,N,263,263,,N,N,dark plastron
556,19,7/11/18,J,9,,69,SODO,NA,F,NA,NA,86,86,66,35,110,NA,N,6,6,,N,N,
557,19,7/11/18,J,10,,70,CPIC,marginata,F,NA,NA,120,120,112,41,260,NA,N,307,307,,N,N,
558,19,7/11/18,J,10,,70,CPIC,NA,M,NA,NA,116,118,104,39,190,NA,N,281,281,,N,N,dark plastron
559,19,7/11/18,J,10,,70,SODO,NA,F,NA,NA,91,91,70,41,125,NA,N,105,105,,N,N,
560,19,7/11/18,J,10,,70,SODO,NA,NA,NA,NA,95,95,69,36,130,NA,N,106,106,,N,N,
561,19,7/12/18,I,3,,60,CPIC,marginata,F,NA,NA,146,146,143,52,435,1,N,276,276,,N,N,
562,19,7/12/18,I,3,,60,CPIC,marginata,F,NA,NA,152,152,142,53,410,5,N,264,264,,N,N,
563,19,7/12/18,H,2,,56,CPIC,marginata,M,NA,NA,134,136,128,42,290,1,N,374,374,,N,N,
564,19,7/12/18,J,1,,61,CPIC,picta,F,NA,NA,113,113,108,41,190,1,N,315,315,,N,N,
565,19,7/12/18,J,1,,61,CPIC,marginata,F,NA,NA,120,120,115,46,240,1,N,316,316,,N,N,
566,19,7/12/18,J,1,,61,CPIC,marginata,M,NA,NA,112,112,103,37,155,0,N,88,88,,N,N,13 marginal scutes on left side
567,19,7/12/18,J,1,,61,CPIC,na,M,NA,NA,135,135,125,41,255,0,N,277,277,,N,N,
568,19,7/12/18,J,1,,61,SODO,NA,M,NA,NA,117,119,75,44,205,0,R,52,52,,N,N,mark hard to determine; looks like 70 is marked as well; divet in back right carapace
569,20,7/12/18,J,1,,61,SODO,NA,F,NA,NA,86,86,64,38,100,0,N,1000,1000,,N,N,
570,20,7/12/18,J,2,,62,CPIC,picta,M,NA,NA,109,109,102,38,150,0,N,331,331,,N,N,
571,20,7/12/18,J,2,,62,CPIC,marginata,F,NA,NA,144,144,134,51,365,0,N,332,332,,N,N,
572,20,7/12/18,J,3,,63,CPIC,NA,U,NA,NA,81,81,76,30,60,0,N,362,362,,N,N,
573,20,7/12/18,J,4,,64,CSER,NA,M,109,129,317,335,237,137,7460,10,R,630,630,,N,N,
574,20,7/12/18,J,5,,65,CPIC,picta,F,NA,NA,125,125,116,47,245,0,N,471,471,,N,N,
575,20,7/12/18,J,5,,65,CPIC,marginata,M,NA,NA,117,117,110,40,180,0,N,334,334,,N,N,
576,20,7/12/18,J,5,,65,CPIC,marginata,M,NA,NA,102,102,94,34,180,2,N,364,364,,N,N,
577,20,7/12/18,J,5,,65,CPIC,marginata,F,NA,NA,132,132,122,48,260,0,N,427,427,,N,N,
578,20,7/12/18,J,5,,65,CPIC,marginata,M,NA,NA,117,117,98,38,145,1,N,477,477,,N,N,plastron blotch faint
579,20,7/12/18,J,8,,68,PRUB,NA,M,NA,NA,85,85,78,35,90,0,N,81,81,,N,N,small; 10 is triangle mark; nails not very long yet
580,20,7/12/18,J,8,,68,PRUB,NA,M,NA,NA,189,191,171,63,780,1,R,44,44,,N,N,
581,20,7/12/18,J,8,,68,PRUB,NA,M,NA,NA,172,174,161,57,565,1,N,24,24,,N,N,
582,20,7/12/18,J,8,,68,PRUB,NA,F,NA,NA,258,263,240,97,2140,0,N,103,103,,Y,Y,tail damage/ protrusion; blood and smear done 9/4/18
583,20,7/12/18,J,8,,68,PRUB,NA,M,NA,NA,262,271,218,91,2190,0,N,111,111,,Y,Y,blood and smear done 9/4/18
584,20,7/12/18,J,8,,68,PRUB,NA,M,NA,NA,240,244,220,72,1340,0,N,71,71,,N,N,
585,20,7/12/18,J,8,,68,PRUB,NA,F,NA,NA,276,278,255,97,2320,NA,R,150,150,,N,N,
586,20,7/12/18,J,8,,68,CPIC,picta,M,NA,NA,121,122,111,40,200,1,N,380,380,,N,N,
587,20,7/12/18,J,9,,69,PRUB,NA,F,NA,NA,300,304,284,116,3030,0,R,130,130,,N,N,
588,20,7/12/18,J,10,,70,CPIC,NA,M,NA,NA,115,115,108,37,175,0,N,227,227,,N,N,dark plastron
589,20,7/12/18,J,10,,70,CPIC,marginata,M,NA,NA,108,108,101,38,155,1,N,217,217,,N,N,
590,20,7/12/18,J,10,,70,CPIC,marginata,M,NA,NA,130,131,116,40,225,0,N,447,447,,N,N,damage to lower plastron
591,20,7/12/18,J,10,,70,CPIC,marginata,M,NA,NA,139,140,121,45,265,0,N,360,360,,N,N,
592,20,7/12/18,J,10,,70,SODO,NA,F,NA,NA,92,92,72,38,120,0,N,8,8,,N,N,
593,20,7/12/18,J,10,,70,CSER,NA,F,,,251,258,190,95,3380,NA,R,20,20,,N,N,mark is small
594,20,13-07-2018,I,1,,58,CPIC,marginata,M,NA,NA,130,130,119,40,250,0,N,287,287,,N,N,tail damage
595,20,13-07-2018,I,2,,59,CPIC,marginata,M,NA,NA,129,130,115,40,220,1,R,64,64,,N,N,divet in 400
596,20,13-07-2018,I,2,,59,CPIC,marginata,M,NA,NA,130,135,129,45,290,3,R,374,374,,N,N,site H had no turtles this day
597,20,13-07-2018,J,4,,64,PRUB,NA,F,NA,NA,189,191,177,65,820,2,N,25,25,,N,N,
598,20,13-07-2018,J,4,,64,PRUB,NA,M,NA,NA,262,267,239,86,2060,0,N,28,28,,N,N,first couple pics with wrong codes (21 and 132)
599,20,13-07-2018,J,4,,64,PRUB,NA,F,NA,NA,282,286,266,99,2550,1,N,64,64,,N,N,
600,20,13-07-2018,J,4,,64,PRUB,NA,F,NA,NA,275,280,267,102,2470,NA,N,122,122,,N,N,front 2 scutes split
601,20,13-07-2018,J,4,,64,PRUB,NA,F,NA,NA,151,153,141,54,435,0,N,54,54,,N,N,
602,21,13-07-2018,J,4,,64,PRUB,NA,F,NA,NA,213,216,199,76,1160,0,N,43,43,,N,N,
603,21,13-07-2018,J,4,,64,CPIC,picta,M,NA,NA,94,94,88,31,100,0,N,443,443,,N,N,
604,21,13-07-2018,J,4,,64,CPIC,marginata,M,NA,NA,113,114,104,36,165,0,N,445,445,,N,N,plastron blotch faint
605,21,13-07-2018,J,4,,64,CPIC,marginata,M,NA,NA,124,124,113,42,210,1,N,416,416,,N,N,
606,21,13-07-2018,J,4,,64,CPIC,marginata,F,NA,NA,141,141,133,48,315,0,N,432,432,,N,N,plastron blotch faint; claw missing rt front foot
607,21,13-07-2018,J,5,,65,CPIC,picta,F,NA,NA,139,139,132,51,320,0,N,431,431,,N,N,damage to rt lower carapace; small dents in 20 and 40
608,21,13-07-2018,J,5,,65,SODO,NA,F,NA,NA,82,82,58,34,80,1,N,212,212,,N,N,
609,21,13-07-2018,J,5,,65,SODO,NA,F,NA,NA,99,99,77,43,155,5,N,214,214,,N,N,dent between 2000 and 4000
610,21,13-07-2018,J,6,,66,CPIC,marginata,M,NA,NA,113,113,105,36,160,0,R,49,49,,N,N,
611,21,13-07-2018,J,6,,66,CPIC,marginata,M,NA,NA,114,114,107,40,175,0,R,263,263,,N,N,
612,21,13-07-2018,J,6,,66,CPIC,NA,M,NA,NA,134,134,120,44,250,0,R,303,303,,N,N,dark plastron; put back in near trap 4
613,21,13-07-2018,J,6,,66,CPIC,NA,M,NA,NA,120,122,107,41,205,1,N,417,417,,N,N,damage to 1000; put back in near trap 4
614,21,13-07-2018,J,6,,66,CPIC,marginata,F,NA,NA,145,145,136,51,365,46,N,408,408,,N,N,put back in near trap 4
615,21,13-07-2018,J,6,,66,SODO,NA,F,NA,NA,92,92,72,41,125,1,N,23,23,,N,N,
616,21,13-07-2018,J,7,,67,PRUB,NA,F,NA,NA,209,212,191,71,975,1,R,800,800,,N,N,check pic and make sure not 80
617,21,13-07-2018,J,7,,67,PRUB,NA,F,NA,NA,139,140,132,51,355,0,N,16,16,,N,N,
618,21,13-07-2018,J,7,,67,CPIC,marginata,M,NA,NA,123,124,115,40,210,0,R,323,323,,N,N,
619,21,13-07-2018,J,7,,67,CPIC,NA,M,NA,NA,135,136,122,44,280,0,R,71,71,,N,N,MOVED FROM SITE A!!?? Dark plastron; scratch rt abdominal
620,21,13-07-2018,J,7,,67,CPIC,NA,M,NA,NA,126,127,116,42,205,0,N,451,451,,N,N,slight damage to 70; dark
621,21,13-07-2018,J,9,,69,PRUB,NA,M,NA,NA,263,271,216,90,2200,0,R,111,111,,N,N,damage to rt top plastron
622,21,13-07-2018,J,9,,69,PRUB,NA,M,NA,NA,279,284,248,99,3520,4,N,360,360,,N,N,
623,21,13-07-2018,J,9,,69,PRUB,NA,M,NA,NA,250,253,227,87,1690,9,N,260,260,,N,N,
624,21,13-07-2018,J,10,,70,PRUB,NA,M,NA,NA,280,281,246,97,2460,40,N,460,460,,N,N,
625,21,13-07-2018,J,10,,70,PRUB,NA,M,NA,NA,164,165,152,60,530,1,R,441,441,,N,N,some abrasions on plastron and carapace
626,21,13-07-2018,J,10,,70,CPIC,marginata,M,NA,NA,132,132,120,43,270,1,R,266,266,,N,N,gap at top of plastron
627,21,13-07-2018,J,10,,70,CPIC,picta,M,NA,NA,135,137,128,44,275,0,R,291,291,,N,N,dark plastron; damage to most rear rt marginal
628,21,13-07-2018,J,10,,70,CPIC,marginata,F,NA,NA,97,97,90,35,120,1,N,409,409,,N,N,sex difficult to detemine
629,21,13-07-2018,J,10,,70,CPIC,picta,M,NA,NA,130,132,118,42,260,0,N,390,390,,N,N,
630,21,13-07-2018,J,10,,70,CPIC,picta,M,NA,NA,98,98,92,34,125,0,N,418,418,,N,N,
631,21,13-07-2018,J,10,,70,SODO,NA,F,NA,NA,91,91,68,39,125,1,N,64,64,,N,N,
632,21,13-07-2018,J,10,,70,SODO,NA,M,NA,NA,78,78,57,32,70,2,N,114,114,,N,N,
633,21,14-07-2018,J,2,,62,SODO,NA,M,NA,NA,90,90,64,34,90,3,N,122,122,,N,N,missing whole rt back leg
